seccional,direccion,localidad,direccion_limpia,direccion_completa_limpia,location,lat,lon
JUNIN Nº 2,SAAVEDRA 18,JUNIN,SAAVEDRA 18,"SAAVEDRA 18, JUNIN, Argentina","18, Saavedra, El Picaflor, Junín, Partido de Junín, Buenos Aires, 6000, Argentina",-34.5931307,-60.944833
SALTA Nº 3,TUCUMAN 194,SALTA,TUCUMAN 194,"TUCUMAN 194, SALTA, Argentina","194, Tucumán, Barrio Hernando de Lerma, B. Hernando de Lerma, Salta, Capital, Salta, 4400, Argentina",-24.800412,-65.4062132
TUCUMAN Nº 4,LAS HERAS 137,TUCUMAN,LAS HERAS 137,"LAS HERAS 137, TUCUMAN, Argentina","137, Las Heras, El bajo, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina",-26.8334696,-65.2023093
PERGAMINO Nº 1,SAN NICOLAS 555,PERGAMINO,SAN NICOLAS 555,"SAN NICOLAS 555, PERGAMINO, Argentina","555, San Nicolás, Centro, Pergamino, Partido de Pergamino, Buenos Aires, 2700, Argentina",-33.8943153,-60.5731024
LAS FLORES,AVENIDA SAN MARTIN 582,LAS FLORES,AVENIDA SAN MARTIN 582,"AVENIDA SAN MARTIN 582, LAS FLORES, Argentina","582, Avenida San Martín, Las Flores, Partido de Las Flores, Buenos Aires, B7200, Argentina",-36.0154055,-59.0993907
CLORINDA,AVENIDA SAN MARTIN 774,CLORINDA,AVENIDA SAN MARTIN 774,"AVENIDA SAN MARTIN 774, CLORINDA, Argentina","774, Avenida San Martín, Centro, Clorinda, Municipio de Clorinda, Departamento Pilcomayo, Formosa, 3610, Argentina",-25.2867825,-57.7150807
LAS ROSAS,BUENOS AIRES 1013,LAS ROSAS,BUENOS AIRES 1013,"BUENOS AIRES 1013, LAS ROSAS, Argentina","1013, Buenos Aires, Municipio de Las Rosas, Las Rosas, Departamento Belgrano, S2520, Argentina",-32.4745828,-61.5744824
VILLA MARIA Nº 3,SAN JUAN 1204,VILLA MARIA,SAN JUAN 1204,"SAN JUAN 1204, VILLA MARIA, Argentina","1204, San Juan, Centro Norte, Villa María, Municipio de Villa María, Pedanía Villa María, Departamento General San Martín, Córdoba, X5900, Argentina",-32.4075159,-63.2447503
RIO GALLEGOS Nº 2,PABLO NERUDA 687,RIO GALLEGOS,PABLO NERUDA 687,"PABLO NERUDA 687, RIO GALLEGOS, Argentina","Pablo Neruda, Soldado José Honorio Ortega, Río Gallegos, Municipio de Río Gallegos, Güer Aike, Santa Cruz, 9400, Argentina",-51.613122,-69.2451236
SAN RAFAEL Nº 3,CORRIENTES 444,SAN RAFAEL,CORRIENTES 444,"CORRIENTES 444, SAN RAFAEL, Argentina","444, Corrientes, San Rafael, Distrito Ciudad de San Rafael, Departamento San Rafael, Mendoza, M5600, Argentina",-34.6166001,-68.3364719
RESISTENCIA Nº 5,JULIO ARGENTINO ROCA 256,RESISTENCIA,JULIO ARGENTINO ROCA 256,"JULIO ARGENTINO ROCA 256, RESISTENCIA, Argentina","256, Julio Argentino Roca, Resistencia, Municipio de Resistencia, Departamento San Fernando, Chaco, H3500ASC, Argentina",-27.4498921,-58.989559
COMODORO RIVADAVIA Nº 1,PELLEGRINI 971,COMODORO RIVADAVIA,PELLEGRINI 971,"PELLEGRINI 971, COMODORO RIVADAVIA, Argentina","971, Carlos Pellegrini, Centro, Municipio de Comodoro Rivadavia, Departamento Escalante, Chubut, U9000, Argentina",-45.8602886,-67.4798811
RIO CUARTO Nº 2,HIPOLITO YRIGOYEN 1210,RIO CUARTO,HIPOLITO YRIGOYEN 1210,"HIPOLITO YRIGOYEN 1210, RIO CUARTO, Argentina","1210, Hipólito Yrigoyen, Macrocentro, Río Cuarto, Municipio de Río Cuarto, Pedanía Río Cuarto, Departamento Río Cuarto, Córdoba, X5800, Argentina",-33.1293183,-64.3481083
COLON Nº 1,GENERAL URQUIZA 285,COLON,GENERAL URQUIZA 285,"GENERAL URQUIZA 285, COLON, Argentina","285, General Urquiza, Colón, Distrito Primero, Departamento Colón, E3280, Argentina",-32.2218533,-58.1381037
SAN PEDRO Nº 2,MITRE 1450,SAN PEDRO,MITRE 1450,"MITRE 1450, SAN PEDRO, Argentina","1450, Bartolomé Mitre, San Pedro, Partido de San Pedro, Buenos Aires, B2930, Argentina",-33.6826756,-59.669221
CASILDA Nº 2,HIPOLITO YRIGOYEN 2645,CASILDA,HIPOLITO YRIGOYEN 2645,"HIPOLITO YRIGOYEN 2645, CASILDA, Argentina","2645, Hipólito Yrigoyen, Nueva Roma C, Centro, Casilda, Municipio de Casilda, Departamento Caseros, S2170, Argentina",-33.046578,-61.1723914
25 DE MAYO,CALLE 30 764,25 DE MAYO,CALLE 30 764,"CALLE 30 764, 25 DE MAYO, Argentina","764, Calle 30, Veinticinco de Mayo, Partido de Veinticinco de Mayo, Buenos Aires, 6660, Argentina",-35.4301552,-60.1701122
MARCOS JUAREZ Nº 2,BELGRANO 1132,MARCOS JUAREZ,BELGRANO 1132,"BELGRANO 1132, MARCOS JUAREZ, Argentina","1132, Belgrano, Cruz Alta, Pedanía Cruz Alta, Departamento Marcos Juárez, Córdoba, 2189, Argentina",-33.0058141,-61.8108171
ARROYITO,25 DE MAYO 1215,ARROYITO,25 DE MAYO 1215,"25 DE MAYO 1215, ARROYITO, Argentina","Gran Bazar, 1215, 25 de Mayo, Arroyito, Municipio Arroyito, Pedanía Arroyito, Departamento San Justo, Córdoba, 2434, Argentina",-31.4219338,-63.0521499
SAN RAFAEL Nº 4,JUAN AGUSTIN MAZA 540,SAN RAFAEL,JUAN AGUSTIN MAZA 540,"JUAN AGUSTIN MAZA 540, SAN RAFAEL, Argentina","Juan Agustín Maza, Distrito Villa Atuel, Departamento San Rafael, Mendoza, 5622, Argentina",-34.8310318,-67.9235479
VENADO TUERTO Nº 2,CASTELLI 748,VENADO TUERTO,CASTELLI 748,"CASTELLI 748, VENADO TUERTO, Argentina","748, Castelli, Centro I, Venado Tuerto, Municipio de Venado Tuerto, Departamento General López, S2600KVB, Argentina",-33.7451735,-61.9646009
ORAN,BELGRANO 980,ORAN,BELGRANO 980,"BELGRANO 980, ORAN, Argentina","Belgrano, Juana Azurduy, San Ramón de la Nueva Orán, Municipio de San Ramón de la Nueva Orán, Orán, Salta, 4530, Argentina",-23.1281403,-64.3205865
CHOS MALAL,OLASCOAGA 446,CHOS MALAL,OLASCOAGA 446,"OLASCOAGA 446, CHOS MALAL, Argentina","Coronel Olascoaga, Área de Frontera, Chos Malal, Municipio de Chos Malal, Departamento Chos Malal, Neuquén, Argentina",-37.3759743,-70.2659016
EL CALAFATE,AVENIDA 17 DE OCTUBRE 822,EL CALAFATE,AVENIDA 17 DE OCTUBRE 822,"AVENIDA 17 DE OCTUBRE 822, EL CALAFATE, Argentina","Avenida 17 de Octubre, Lago Argentino, El Calafate, Municipio de El Calafate, Lago Argentino, Santa Cruz, Z9405, Argentina",-50.3449829,-72.2676633
RANCHOS,PASTOR VILLANUEVA 3003,RANCHOS,PASTOR VILLANUEVA 3003,"PASTOR VILLANUEVA 3003, RANCHOS, Argentina","3003, Pastor Villanueva, Ranchos, Partido de General Paz, Buenos Aires, 1987, Argentina",-35.515668,-58.3202277
CASILDA Nº 1,HIPOLITO YRIGOYEN 2382,CASILDA,HIPOLITO YRIGOYEN 2382,"HIPOLITO YRIGOYEN 2382, CASILDA, Argentina","2382, Hipólito Yrigoyen, Nueva Roma C, Centro, Casilda, Municipio de Casilda, Departamento Caseros, S2170, Argentina",-33.0448991,-61.1696122
VILLA MERCEDES Nº 1,MARCONI 29,VILLA MERCEDES,MARCONI 29,"MARCONI 29, VILLA MERCEDES, Argentina","29, Marconi, Centro, Sarmiento, Municipio de Villa Mercedes, General Pedernera, San Luis, 5730, Argentina",-33.6835363,-65.4662081
BOLIVAR,AVENIDA SAN MARTIN 1124,BOLIVAR,AVENIDA SAN MARTIN 1124,"AVENIDA SAN MARTIN 1124, BOLIVAR, Argentina","1124, Avenida San Martín, San Carlos de Bolívar, Partido de Bolívar, Buenos Aires, 6550, Argentina",-36.2274911,-61.1181817
PUERTO MADRYN Nº 2,SAN MARTIN 186,PUERTO MADRYN,SAN MARTIN 186,"SAN MARTIN 186, PUERTO MADRYN, Argentina","186, San Martín, Parry Madryn, Municipio de Puerto Madryn, Departamento Biedma, Chubut, U9120, Argentina",-42.7672928,-65.0389522
PARANA Nº 3,COLON 214,PARANA,COLON 214,"COLON 214, PARANA, Argentina","214, Colón, Barrio Leandro N. Alem, Paraná, Municipio de Paraná, Distrito Sauce, Departamento Paraná, 3100, Argentina",-31.7284397,-60.5244784
SAN ANTONIO OESTE,AUTOMOVIL CLUB ARGENTINO 2325,SAN ANTONIO OESTE,AUTOMOVIL CLUB ARGENTINO 2325,"AUTOMOVIL CLUB ARGENTINO 2325, SAN ANTONIO OESTE, Argentina","2325, Automóvil Club Argentino, Ensanche Oeste, San Antonio Oeste, Departamento San Antonio, Río Negro, 8520, Argentina",-40.7317719,-64.9653704
TRES ARROYOS Nº 1,AZCUENAGA 230,TRES ARROYOS,AZCUENAGA 230,"AZCUENAGA 230, TRES ARROYOS, Argentina","230, 53 bis - Azcuénaga, Plaza del Árbol, Tres Arroyos, Partido de Tres Arroyos, Buenos Aires, B7500, Argentina",-38.375777,-60.2817992
ELDORADO,YERBAL 1727,ELDORADO,YERBAL 1727,"YERBAL 1727, ELDORADO, Argentina","Registro de la Propiedad de Automotores, 1727, Yerbal, Eldorado, Municipio de Eldorado, Departamento Eldorado, Misiones, 3380, Argentina",-26.4053519,-54.6071407
CAPITAN SARMIENTO,BARTOLOME MITRE 337,CAPITAN SARMIENTO,BARTOLOME MITRE 337,"BARTOLOME MITRE 337, CAPITAN SARMIENTO, Argentina","Avenida Bartolomé Mitre, Capitán Sarmiento, Partido de Capitán Sarmiento, Buenos Aires, 2752, Argentina",-34.1720549,-59.7918607
RIO TERCERO Nº 1,ALBERDI 299,RIO TERCERO,ALBERDI 299,"ALBERDI 299, RIO TERCERO, Argentina","299, Alberdi, Barrio Centro, Río Tercero, Municipio de Río Tercero, Pedanía Salto, Departamento Tercero Arriba, Córdoba, X5850, Argentina",-32.1747348,-64.1125485
VILLA MARIA Nº 1,BARTOLOME MITRE 42,VILLA MARIA,BARTOLOME MITRE 42,"BARTOLOME MITRE 42, VILLA MARIA, Argentina","42, Bartolomé Mitre, Centro, Villa María, Municipio de Villa María, Pedanía Villa María, Departamento General San Martín, Córdoba, 5900, Argentina",-32.4134041,-63.2458885
VICTORIA,SARMIENTO 358,VICTORIA,SARMIENTO 358,"SARMIENTO 358, VICTORIA, Argentina","358, Sarmiento, Victoria, Distrito Laguna del Pescado, Departamento Victoria, E3153ZAA, Argentina",-32.6219775,-60.159516
PUERTO IGUAZU,HORACIO QUIROGA 22,PUERTO IGUAZU,HORACIO QUIROGA 22,"HORACIO QUIROGA 22, PUERTO IGUAZU, Argentina","Horacio Quiroga, Villa Alta, Santa María del Iguazú, Villa Florida, Puerto Iguazú, Municipio de Puerto Iguazú, Departamento Iguazú, Misiones, 3370, Argentina",-25.608696,-54.5693348
RIO TERCERO Nº 3,ALSINA 110,RIO TERCERO,ALSINA 110,"ALSINA 110, RIO TERCERO, Argentina","110, Alsina, Barrio Centro, Río Tercero, Municipio de Río Tercero, Pedanía Salto, Departamento Tercero Arriba, Córdoba, X5850, Argentina",-32.1754761,-64.1138243
ROQUE PEREZ,ALSINA 1359,ROQUE PEREZ,ALSINA 1359,"ALSINA 1359, ROQUE PEREZ, Argentina","Alsina, Barrio Martin Fierro, Roque Pérez, Partido de Roque Pérez, Buenos Aires, 7245, Argentina",-35.3994429,-59.3365443
VENADO TUERTO Nº 1,CHACABUCO 477,VENADO TUERTO,CHACABUCO 477,"CHACABUCO 477, VENADO TUERTO, Argentina","477, Chacabuco, Centro I, Venado Tuerto, Municipio de Venado Tuerto, Departamento General López, S2600KVB, Argentina",-33.7456469,-61.9622845
GENERAL ALVEAR,HIPOLITO YRIGOYEN 740,GENERAL ALVEAR,HIPOLITO YRIGOYEN 740,"HIPOLITO YRIGOYEN 740, GENERAL ALVEAR, Argentina","740, Hipólito Yrigoyen, General Alvear, Partido de General Alvear, Buenos Aires, B7623BVV, Argentina",-36.0223648,-60.0134911
ALCORTA,SAN MARTIN 249,ALCORTA,SAN MARTIN 249,"SAN MARTIN 249, ALCORTA, Argentina","249, San Martín, Municipio de Alcorta, Departamento Constitución, S2117, Argentina",-33.538983,-61.1226292
BELL VILLE Nº 1,PIO ANGULO 344,BELL VILLE,PIO ANGULO 344,"PIO ANGULO 344, BELL VILLE, Argentina","344, Pío Angulo, Bell Ville, Municipio de Bell Ville, Pedanía Bell Ville, Departamento Unión, Córdoba, X2550, Argentina",-32.6310019,-62.6902508
OBERA Nº 1,AVENIDA LIBERTAD 552,OBERA,AVENIDA LIBERTAD 552,"AVENIDA LIBERTAD 552, OBERA, Argentina","552, Avenida Libertad, Villa Bárbaro, Oberá, Municipio de Oberá, Departamento Oberá, Misiones, 3360, Argentina",-27.4876662,-55.1136158
VILLA REGINA,PUEYRREDON SUR 70,VILLA REGINA,PUEYRREDON SUR 70,"PUEYRREDON SUR 70, VILLA REGINA, Argentina","70, Pueyrredón Sur, Centro, Villa Regina, Municipio de Villa Regina, Departamento General Roca, Río Negro, R8336, Argentina",-39.0931253,-67.0872041
SAN LUIS Nº 4,AVENIDA EJERCITO DE LOS ANDES 575,SAN LUIS,AVENIDA EJERCITO DE LOS ANDES 575,"AVENIDA EJERCITO DE LOS ANDES 575, SAN LUIS, Argentina","Avenida Ejército de los Andes, Telepostal, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina",-33.2905529,-66.320622
RIO CUARTO Nº 1,MITRE 632,RIO CUARTO,MITRE 632,"MITRE 632, RIO CUARTO, Argentina","632, Mitre, Macrocentro, Río Cuarto, Municipio de Río Cuarto, Pedanía Río Cuarto, Departamento Río Cuarto, Córdoba, X5800, Argentina",-33.1217924,-64.3521857
BAHIA BLANCA Nº 2,SAN MARTIN 88,BAHIA BLANCA,SAN MARTIN 88,"SAN MARTIN 88, BAHIA BLANCA, Argentina","88, San Martín, Centro Sudeste, Bahía Blanca, Cuartel I, Partido de Bahía Blanca, Buenos Aires, B8000, Argentina",-38.7174937,-62.2638526
FIRMAT,BOULEVARD COLON 800,FIRMAT,BOULEVARD COLON 800,"BOULEVARD COLON 800, FIRMAT, Argentina",,,
SANTA ROSA Nº 2,CORONEL GIL 31,SANTA ROSA,CORONEL GIL 31,"CORONEL GIL 31, SANTA ROSA, Argentina","31, Coronel Gil, RTC Z2, Centro, Santa Rosa, Municipio de Santa Rosa, Departamento Capital, La Pampa, 6300, Argentina",-36.6170914,-64.2898287
TUCUMAN Nº 3,GENERAL PAZ 1183,TUCUMAN,GENERAL PAZ 1183,"GENERAL PAZ 1183, TUCUMAN, Argentina","1183, General Paz, Barrio Sur, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina",-26.8341219,-65.2164468
BAHIA BLANCA Nº 4,LAMADRID 42,BAHIA BLANCA,LAMADRID 42,"LAMADRID 42, BAHIA BLANCA, Argentina","Dirección Nacional de los Registros Nacionales de la Propiedad del Automotor y de Créditos Prendarios, 42, Lamadrid, Centro Sudeste, Bahía Blanca, Cuartel I, Partido de Bahía Blanca, Buenos Aires, B8000, Argentina",-38.7154083,-62.2620686
LABOULAYE,SARMIENTO 117,LABOULAYE,SARMIENTO 117,"SARMIENTO 117, LABOULAYE, Argentina","117, Sarmiento, Laboulaye, Municipio de Laboulaye, Pedanía La Amarga, Departamento Presidente Roque Sáenz Peña, Córdoba, 6120, Argentina",-34.1251331,-63.3902895
MONTE CASEROS,EVA DUARTE DE PERON 674,MONTE CASEROS,EVA DUARTE DE PERON 674,"EVA DUARTE DE PERON 674, MONTE CASEROS, Argentina","Eva Duarte de Perón, Barrio El Puerto, Municipio de Monte Caseros, Departamento Monte Caseros, Corrientes, 3220, Argentina",-30.2505255,-57.6226853
ONCATIVO,RIVADAVIA 1087,ONCATIVO,RIVADAVIA 1087,"RIVADAVIA 1087, ONCATIVO, Argentina","1087, Rivadavia, Zona Norte, Oncativo, Municipio de Oncativo, Pedanía Impira, Departamento Río Segundo, Córdoba, X5987, Argentina",-31.9157529,-63.6768591
MAR DEL PLATA Nº 13 ,LISANDRO DE LA TORRE 102,MAR DEL PLATA,LISANDRO DE LA TORRE 102,"LISANDRO DE LA TORRE 102, MAR DEL PLATA, Argentina","102, Avenida Lisandro de la Torre, Peralta Ramos Oeste, Mar del Plata, Partido de General Pueyrredón, Buenos Aires, 7602, Argentina",-38.019487,-57.572661
BAHIA BLANCA Nº 5,DORREGO 342,BAHIA BLANCA,DORREGO 342,"DORREGO 342, BAHIA BLANCA, Argentina","342, Dorrego, Centro Sudeste, Bahía Blanca, Cuartel I, Partido de Bahía Blanca, Buenos Aires, B8001CWL, Argentina",-38.7171358,-62.2575709
SANTIAGO DEL ESTERO Nº 3,SALTA 552,SANTIAGO DEL ESTERO,SALTA 552,"SALTA 552, SANTIAGO DEL ESTERO, Argentina","552, Salta, Parque Aguirre, Santiago del Estero, Municipio de Santiago del Estero, Departamento Juan Francisco Borges, Santiago del Estero, G4200, Argentina",-27.782418,-64.2577757
METAN,SAN MARTIN 92,SAN JOSE DE METAN,SAN MARTIN 92,"SAN MARTIN 92, SAN JOSE DE METAN, Argentina","San Martín, Municipio de El Galpón, San José de Metán, Salta, 4444, Argentina",-25.380537,-64.6573636
BAHIA BLANCA Nº 1,CHICLANA 548,BAHIA BLANCA,CHICLANA 548,"CHICLANA 548, BAHIA BLANCA, Argentina","548, Chiclana, Estación Sud, Bahía Blanca, Cuartel I, Partido de Bahía Blanca, Buenos Aires, B8000, Argentina",-38.7229148,-62.2602321
CORONEL SUAREZ,AVENIDA ADOLFO ALSINA 588,CORONEL SUAREZ,AVENIDA ADOLFO ALSINA 588,"AVENIDA ADOLFO ALSINA 588, CORONEL SUAREZ, Argentina",,,
GENERAL MADARIAGA,AVELLANEDA 338,GENERAL MADARIAGA,AVELLANEDA 338,"AVELLANEDA 338, GENERAL MADARIAGA, Argentina","338, Avellaneda, Centro, General Juan Madariaga, Partido de General Madariaga, Buenos Aires, 7163, Argentina",-36.9967737,-57.136455
SAN JUAN Nº 3,TUCUMAN SUR 446,SAN JUAN,TUCUMAN SUR 446,"TUCUMAN SUR 446, SAN JUAN, Argentina","Tucumán, Eugenio de Mallea Sur, Concepción, San Juan, Capital, San Juan, J5400EKS, Argentina",-31.5229879,-68.5234299
CIPOLLETTI Nº 3 (CATRIEL),LA PAMPA 682,CATRIEL,LA PAMPA 682,"LA PAMPA 682, CATRIEL, Argentina","La Pampa, Centro, Catriel, Municipio de Catriel, Departamento General Roca, Río Negro, R8307, Argentina",-37.8775885,-67.7983584
PRESIDENCIA ROQUE SAENZ PEÑA Nº 2,PELLEGRINI 788,SAENZ PEÑA,PELLEGRINI 788,"PELLEGRINI 788, SAENZ PEÑA, Argentina","788, Carlos Pellegrini, Barrio Tiro Federal, Presidencia Roque Sáenz Peña, Municipio de Presidencia Roque Sáenz peña, Departamento Comandante Fernández, Chaco, 3700, Argentina",-26.7892675,-60.4448384
ARRECIFES,AVENIDA LAVALLE 104,ARRECIFES,AVENIDA LAVALLE 104,"AVENIDA LAVALLE 104, ARRECIFES, Argentina","Avenida Lavalle, Arrecifes, Partido de Arrecifes, Buenos Aires, B2740BCG, Argentina",-34.0693094,-60.1108238
NUEVE DE JULIO Nº 2,ANTONIO AITA 919,NUEVE DE JULIO,ANTONIO AITA 919,"ANTONIO AITA 919, NUEVE DE JULIO, Argentina","919, Avenida Antonio Aita, 9 de Julio, Nueve de Julio, Partido de Nueve de Julio, Buenos Aires, 6500, Argentina",-35.4460605,-60.8910416
CONCEPCION,JULIO ARGENTINO ROCA 50,CONCEPCION,JULIO ARGENTINO ROCA 50,"JULIO ARGENTINO ROCA 50, CONCEPCION, Argentina","Julio Argentino Roca, Villa Don Manuel, Concepción, San Juan, Capital, San Juan, J5400EAG, Argentina",-31.5253015,-68.5318052
CONCORDIA Nº 2,ANDRADE 60,CONCORDIA,ANDRADE 60,"ANDRADE 60, CONCORDIA, Argentina","60, Andrade, Almafuerte, Concordia, Distrito Suburbios, Departamento Concordia, E3200ABH, Argentina",-31.4001119,-58.0208201
SAN GENARO,ITALIA 1284,SAN GENARO,ITALIA 1284,"ITALIA 1284, SAN GENARO, Argentina","1284, Italia, San Genaro, Municipio de San Genaro, Departamento San Jerónimo, Santa Fe, S2147, Argentina",-32.3639268,-61.3438694
TUCUMAN Nº 6,SIMON BOLIVAR 374,TUCUMAN,SIMON BOLIVAR 374,"SIMON BOLIVAR 374, TUCUMAN, Argentina","Simon Bolivar, San Expedito, Municipio de Concepción, Departamento Chicligasta, Tucumán, T4174, Argentina",-27.355655,-65.5783903
AYACUCHO,9 DE JULIO 935,AYACUCHO,9 DE JULIO 935,"9 DE JULIO 935, AYACUCHO, Argentina","935, 9 de Julio, Centro, Ayacucho, Partido de Ayacucho, Buenos Aires, B7150, Argentina",-37.1532465,-58.4866631
SAN SALVADOR DE JUJUY Nº 1,AVENIDA ARTURO ILLIA 898,SAN SALVADOR DE JUJUY,AVENIDA ARTURO ILLIA 898,"AVENIDA ARTURO ILLIA 898, SAN SALVADOR DE JUJUY, Argentina","Avenida Presidente Arturo Illia, Villa Lastenia, Los Perales, Horco Molle - Ecourbanización - Los Perales, Municipio de San Salvador de Jujuy, Departamento Doctor Manuel Belgrano, Jujuy, Y4602CHC, Argentina",-24.1690359,-65.3186795
YERBA BUENA Nº 1,PRINGLES 940,YERBA BUENA,PRINGLES 940,"PRINGLES 940, YERBA BUENA, Argentina","Pringles, Marcos Paz, Yerba Buena, Departamento Yerba Buena, Tucumán, T4107, Argentina",-26.8186355,-65.2714442
RIO CUARTO Nº 4,CABRERA 1152,RIO CUARTO,CABRERA 1152,"CABRERA 1152, RIO CUARTO, Argentina","1152, Cabrera, Macrocentro, Río Cuarto, Municipio de Río Cuarto, Pedanía Río Cuarto, Departamento Río Cuarto, Córdoba, X5800, Argentina",-33.1275706,-64.3529526
CARMEN DE ARECO,LARREA 785,CARMEN DE ARECO,LARREA 785,"LARREA 785, CARMEN DE ARECO, Argentina","Larrea, Carmen de Areco, Partido de Carmen de Areco, Buenos Aires, B6725AIF, Argentina",-34.3751203,-59.8237066
POSADAS Nº 3,SARMIENTO 2139,POSADAS,SARMIENTO 2139,"SARMIENTO 2139, POSADAS, Argentina","2139, Sarmiento, Centro, Centro de Integración Territorial Centro, Posadas, Municipio de Posadas, Departamento Capital, Misiones, 3300, Argentina",-27.3648455,-55.8968916
RIO TERCERO Nº 2,URUGUAY 302,RIO TERCERO,URUGUAY 302,"URUGUAY 302, RIO TERCERO, Argentina","302, Uruguay, Las Flores, Río Tercero, Municipio de Río Tercero, Pedanía Salto, Departamento Tercero Arriba, Córdoba, X5850, Argentina",-32.1761474,-64.1070291
RIO GRANDE Nº 1,O'HIGGINS 148,RIO GRANDE,O'HIGGINS 148,"O'HIGGINS 148, RIO GRANDE, Argentina","148, Bernardo O'Higgins, Los Lupinos, Centro, Río Grande, Municipio de Río Grande, Departamento Río Grande, Tierra del Fuego, 9420, Argentina",-53.7923696,-67.6925278
VILLA MARIA Nº 2,BUENOS AIRES 1352,VILLA MARIA,BUENOS AIRES 1352,"BUENOS AIRES 1352, VILLA MARIA, Argentina","1352, Buenos Aires, Centro, Villa María, Municipio de Villa María, Pedanía Villa María, Departamento General San Martín, Córdoba, X5900, Argentina",-32.4095442,-63.2405991
ESQUEL Nº 1,AVENIDA ALVEAR 937,ESQUEL,AVENIDA ALVEAR 937,"AVENIDA ALVEAR 937, ESQUEL, Argentina","937, Avenida Alvear, San Martín, Centro, Esquel, Municipio de Esquel, Departamento Futaleufú, Chubut, U9200, Argentina",-42.9132737,-71.3233081
RESISTENCIA Nº 3,SANTIAGO DEL ESTERO 585,RESISTENCIA,SANTIAGO DEL ESTERO 585,"SANTIAGO DEL ESTERO 585, RESISTENCIA, Argentina","Registro de la Propiedad del Automotor, 585, Santiago del Estero, Villa María, Resistencia, Municipio de Resistencia, Departamento San Fernando, Chaco, H3500BXB, Argentina",-27.449912,-58.9950998
PRESIDENCIA ROQUE SAENZ PEÑA Nº 1,PELLEGRINI 150,ROQUE SAENZ PENA,PELLEGRINI 150,"PELLEGRINI 150, ROQUE SAENZ PENA, Argentina","150, Avenida Carlos Pellegrini, Laboulaye, Municipio de Laboulaye, Pedanía La Amarga, Departamento Presidente Roque Sáenz Peña, Córdoba, 6120, Argentina",-34.1285037,-63.3937819
OJO DE AGUA,MARTIN URIONDO 140,OJO DE AGUA,MARTIN URIONDO 140,"MARTIN URIONDO 140, OJO DE AGUA, Argentina","Registro del automotor, 140, Avenida Martín Uriondo, Villa Ojo de Agua, Municipio de Villa Ojo de Agua, Departamento Ojo de Agua, Santiago del Estero, 5250, Argentina",-29.5008133,-63.6958343
CHARATA,GUEMES 1230,CHARATA,GUEMES 1230,"GUEMES 1230, CHARATA, Argentina","Avenida Güemes, Norte, Charata, Municipio de Charata, Departamento Chacabuco, Chaco, H3730AVI, Argentina",-27.2217131,-61.1848226
OLIVA,COLON 444,OLIVA,COLON 444,"COLON 444, OLIVA, Argentina","444, Colón, San Cayetano, Oliva, Municipio de Oliva, Pedanía Zorros, Departamento Tercero Arriba, Córdoba, X5980, Argentina",-32.0369348,-63.5725043
HERNANDO,SAN MARTIN 490,HERNANDO,SAN MARTIN 490,"SAN MARTIN 490, HERNANDO, Argentina","San Martín, Municipio de Hernando, Pedanía Punta del Agua, Departamento Tercero Arriba, Córdoba, X5980, Argentina",-32.4210402,-63.7430038
MARCOS JUAREZ Nº 1,BELGRANO 564,MARCOS JUAREZ,BELGRANO 564,"BELGRANO 564, MARCOS JUAREZ, Argentina","564, Belgrano, Camilo Aldao, Municipio de Camilo Aldao, Pedanía Liniers, Departamento Marcos Juárez, Córdoba, 2585, Argentina",-33.1242396,-62.0927594
AZUL Nº 1,BURGOS 933,AZUL,BURGOS 933,"BURGOS 933, AZUL, Argentina","933, Burgos, Centro, Azul, Partido de Azul, Buenos Aires, 7300, Argentina",-36.782,-59.8678819
